@relation mnist
@attribute filename string
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
1297_c0.gif.png,0
1298_c3.gif.png,3
1299_c5.gif.png,5
129_c5.gif.png,5
12_c9.gif.png,9
1300_c4.gif.png,4
1301_c4.gif.png,4
1302_c1.gif.png,1
1303_c2.gif.png,2
1304_c9.gif.png,9
1305_c1.gif.png,1
1306_c4.gif.png,4
1307_c6.gif.png,6
1308_c9.gif.png,9
1309_c9.gif.png,9
130_c6.gif.png,6
1310_c3.gif.png,3
1311_c9.gif.png,9
1312_c8.gif.png,8
1313_c4.gif.png,4
1314_c4.gif.png,4
1315_c3.gif.png,3
1316_c1.gif.png,1
1317_c3.gif.png,3
1318_c1.gif.png,1
1319_c8.gif.png,8
131_c6.gif.png,6
1320_c8.gif.png,8
1321_c7.gif.png,7
1322_c9.gif.png,9
1323_c4.gif.png,4
1324_c8.gif.png,8
1325_c8.gif.png,8
1326_c7.gif.png,7
1327_c9.gif.png,9
1328_c7.gif.png,7
1329_c1.gif.png,1
132_c5.gif.png,5
1330_c4.gif.png,4
1331_c5.gif.png,5
1332_c6.gif.png,6
1333_c0.gif.png,0
1334_c5.gif.png,5
1335_c2.gif.png,2
1336_c2.gif.png,2
1337_c2.gif.png,2
1338_c1.gif.png,1
1339_c5.gif.png,5
133_c7.gif.png,7
1340_c5.gif.png,5
1341_c2.gif.png,2
1342_c4.gif.png,4
1343_c9.gif.png,9
1344_c6.gif.png,6
1345_c2.gif.png,2
1346_c7.gif.png,7
1347_c7.gif.png,7
1348_c2.gif.png,2
1349_c2.gif.png,2
134_c8.gif.png,8
1350_c1.gif.png,1
1351_c1.gif.png,1
1352_c2.gif.png,2
1353_c8.gif.png,8
1354_c3.gif.png,3
1355_c7.gif.png,7
1356_c2.gif.png,2
1357_c4.gif.png,4
1358_c1.gif.png,1
1359_c7.gif.png,7
135_c1.gif.png,1
1360_c1.gif.png,1
1361_c7.gif.png,7
1362_c6.gif.png,6
1363_c7.gif.png,7
1364_c8.gif.png,8
1365_c2.gif.png,2
1366_c7.gif.png,7
1367_c3.gif.png,3
1368_c1.gif.png,1
1369_c7.gif.png,7
136_c0.gif.png,0
1370_c5.gif.png,5
1371_c8.gif.png,8
1372_c2.gif.png,2
1373_c6.gif.png,6
1374_c2.gif.png,2
1375_c2.gif.png,2
1376_c5.gif.png,5
1377_c6.gif.png,6
1378_c5.gif.png,5
1379_c0.gif.png,0
137_c1.gif.png,1
1380_c9.gif.png,9
1381_c2.gif.png,2
1382_c4.gif.png,4
1383_c3.gif.png,3
1384_c3.gif.png,3
1385_c9.gif.png,9
1386_c7.gif.png,7
1387_c6.gif.png,6
1388_c6.gif.png,6
1389_c8.gif.png,8
138_c6.gif.png,6
1390_c0.gif.png,0
1391_c4.gif.png,4
1392_c1.gif.png,1
1393_c5.gif.png,5
1394_c8.gif.png,8
1395_c2.gif.png,2
1396_c9.gif.png,9
1397_c1.gif.png,1
1398_c8.gif.png,8
1399_c0.gif.png,0
139_c4.gif.png,4
13_c0.gif.png,0
1400_c6.gif.png,6
1401_c7.gif.png,7
1402_c2.gif.png,2
1403_c1.gif.png,1
1404_c0.gif.png,0
1405_c5.gif.png,5
1406_c5.gif.png,5
1407_c2.gif.png,2
1408_c0.gif.png,0
1409_c2.gif.png,2
140_c6.gif.png,6
1410_c2.gif.png,2
1411_c0.gif.png,0
1412_c2.gif.png,2
1413_c4.gif.png,4
1414_c9.gif.png,9
1415_c8.gif.png,8
1416_c0.gif.png,0
1417_c9.gif.png,9
1418_c9.gif.png,9
1419_c4.gif.png,4
141_c7.gif.png,7
1420_c6.gif.png,6
1421_c5.gif.png,5
1422_c4.gif.png,4
1423_c9.gif.png,9
1424_c1.gif.png,1
1425_c8.gif.png,8
1426_c3.gif.png,3
1427_c4.gif.png,4
1428_c9.gif.png,9
1429_c9.gif.png,9
142_c3.gif.png,3
1430_c1.gif.png,1
1431_c2.gif.png,2
1432_c2.gif.png,2
1433_c8.gif.png,8
1434_c1.gif.png,1
1435_c9.gif.png,9
1436_c6.gif.png,6
1437_c4.gif.png,4
1438_c0.gif.png,0
1439_c9.gif.png,9
143_c1.gif.png,1
1440_c4.gif.png,4
1441_c8.gif.png,8
1442_c3.gif.png,3
1443_c8.gif.png,8
1444_c6.gif.png,6
1445_c0.gif.png,0
1446_c2.gif.png,2
1447_c5.gif.png,5
1448_c1.gif.png,1
1449_c9.gif.png,9
144_c7.gif.png,7
1450_c6.gif.png,6
1451_c2.gif.png,2
1452_c9.gif.png,9
1453_c4.gif.png,4
1454_c0.gif.png,0
1455_c9.gif.png,9
1456_c6.gif.png,6
1457_c0.gif.png,0
1458_c6.gif.png,6
1459_c2.gif.png,2
145_c1.gif.png,1
1460_c5.gif.png,5
1461_c4.gif.png,4
1462_c2.gif.png,2
1463_c3.gif.png,3
1464_c8.gif.png,8
1465_c4.gif.png,4
1466_c5.gif.png,5
1467_c5.gif.png,5
1468_c0.gif.png,0
1469_c3.gif.png,3
146_c8.gif.png,8
1470_c8.gif.png,8
1471_c5.gif.png,5
1472_c3.gif.png,3
1473_c5.gif.png,5
1474_c8.gif.png,8
1475_c6.gif.png,6
1476_c5.gif.png,5
1477_c7.gif.png,7
1478_c6.gif.png,6
1479_c3.gif.png,3
147_c2.gif.png,2
1480_c3.gif.png,3
1481_c9.gif.png,9
1482_c6.gif.png,6
1483_c1.gif.png,1
1484_c1.gif.png,1
1485_c2.gif.png,2
1486_c9.gif.png,9
1487_c0.gif.png,0
1488_c4.gif.png,4
1489_c3.gif.png,3
148_c0.gif.png,0
1490_c3.gif.png,3
1491_c6.gif.png,6
1492_c9.gif.png,9
1493_c5.gif.png,5
1494_c7.gif.png,7
1495_c3.gif.png,3
1496_c7.gif.png,7
1497_c7.gif.png,7
1498_c7.gif.png,7
1499_c8.gif.png,8
149_c2.gif.png,2
14_c1.gif.png,1
1500_c7.gif.png,7
1501_c9.gif.png,9
1502_c8.gif.png,8
1503_c3.gif.png,3
1504_c0.gif.png,0
1505_c7.gif.png,7
1506_c2.gif.png,2
1507_c7.gif.png,7
1508_c9.gif.png,9
1509_c4.gif.png,4
150_c9.gif.png,9
1510_c5.gif.png,5
1511_c4.gif.png,4
1512_c9.gif.png,9
1513_c3.gif.png,3
1514_c2.gif.png,2
1515_c1.gif.png,1
1516_c4.gif.png,4
1517_c0.gif.png,0
1518_c2.gif.png,2
1519_c3.gif.png,3
151_c9.gif.png,9
1520_c7.gif.png,7
1521_c5.gif.png,5
1522_c7.gif.png,7
1523_c8.gif.png,8
1524_c8.gif.png,8
1525_c5.gif.png,5
1526_c0.gif.png,0
1527_c1.gif.png,1
1528_c1.gif.png,1
1529_c4.gif.png,4
152_c5.gif.png,5
1530_c8.gif.png,8
1531_c3.gif.png,3
1532_c9.gif.png,9
1533_c0.gif.png,0
1534_c0.gif.png,0
1535_c0.gif.png,0
1536_c6.gif.png,6
1537_c6.gif.png,6
1538_c2.gif.png,2
1539_c3.gif.png,3
153_c5.gif.png,5
1540_c7.gif.png,7
1541_c8.gif.png,8
1542_c4.gif.png,4
1543_c7.gif.png,7
1544_c7.gif.png,7
1545_c9.gif.png,9
1546_c2.gif.png,2
1547_c4.gif.png,4
1548_c1.gif.png,1
1549_c4.gif.png,4
154_c1.gif.png,1
1550_c5.gif.png,5
1551_c2.gif.png,2
1552_c4.gif.png,4
1553_c9.gif.png,9
1554_c9.gif.png,9
1555_c1.gif.png,1
1556_c8.gif.png,8
1557_c4.gif.png,4
1558_c0.gif.png,0
1559_c9.gif.png,9
155_c5.gif.png,5
1560_c8.gif.png,8
1561_c4.gif.png,4
1562_c8.gif.png,8
1563_c7.gif.png,7
1564_c7.gif.png,7
1565_c0.gif.png,0
1566_c7.gif.png,7
1567_c8.gif.png,8
1568_c8.gif.png,8
1569_c6.gif.png,6
156_c6.gif.png,6
1570_c0.gif.png,0
1571_c4.gif.png,4
1572_c8.gif.png,8
1573_c8.gif.png,8
1574_c2.gif.png,2
1575_c4.gif.png,4
1576_c7.gif.png,7
1577_c6.gif.png,6
1578_c6.gif.png,6
1579_c6.gif.png,6
157_c0.gif.png,0
1580_c4.gif.png,4
1581_c7.gif.png,7
1582_c1.gif.png,1
1583_c8.gif.png,8
1584_c8.gif.png,8
1585_c2.gif.png,2
1586_c3.gif.png,3
1587_c6.gif.png,6
1588_c3.gif.png,3
1589_c0.gif.png,0
158_c3.gif.png,3
1590_c0.gif.png,0
1591_c3.gif.png,3
1592_c7.gif.png,7
1593_c6.gif.png,6
1594_c9.gif.png,9
1595_c7.gif.png,7
1596_c9.gif.png,9
1597_c9.gif.png,9
1598_c5.gif.png,5
1599_c4.gif.png,4
159_c4.gif.png,4
15_c5.gif.png,5
1600_c3.gif.png,3
1601_c3.gif.png,3
1602_c6.gif.png,6
1603_c1.gif.png,1
1604_c2.gif.png,2
1605_c3.gif.png,3
1606_c7.gif.png,7
1607_c3.gif.png,3
1608_c3.gif.png,3
1609_c2.gif.png,2
160_c4.gif.png,4
1610_c0.gif.png,0
1611_c3.gif.png,3
1612_c3.gif.png,3
1613_c8.gif.png,8
1614_c4.gif.png,4
1615_c3.gif.png,3
1616_c6.gif.png,6
1617_c3.gif.png,3
1618_c5.gif.png,5
1619_c0.gif.png,0
161_c6.gif.png,6
1620_c2.gif.png,2
1621_c0.gif.png,0
1622_c9.gif.png,9
1623_c0.gif.png,0
1624_c7.gif.png,7
1625_c4.gif.png,4
1626_c6.gif.png,6
1627_c9.gif.png,9
1628_c3.gif.png,3
1629_c5.gif.png,5
162_c5.gif.png,5
1630_c1.gif.png,1
1631_c9.gif.png,9
1632_c6.gif.png,6
1633_c1.gif.png,1
1634_c4.gif.png,4
1635_c5.gif.png,5
1636_c4.gif.png,4
1637_c5.gif.png,5
1638_c0.gif.png,0
1639_c5.gif.png,5
163_c4.gif.png,4
1640_c9.gif.png,9
1641_c5.gif.png,5
1642_c2.gif.png,2
1643_c1.gif.png,1
1644_c2.gif.png,2
1645_c9.gif.png,9
1646_c1.gif.png,1
1647_c9.gif.png,9
1648_c9.gif.png,9
1649_c4.gif.png,4
164_c6.gif.png,6
1650_c0.gif.png,0
1651_c8.gif.png,8
1652_c4.gif.png,4
1653_c5.gif.png,5
1654_c2.gif.png,2
1655_c9.gif.png,9
1656_c2.gif.png,2
1657_c1.gif.png,1
1658_c2.gif.png,2
1659_c1.gif.png,1
165_c5.gif.png,5
1660_c7.gif.png,7
1661_c3.gif.png,3
1662_c6.gif.png,6
1663_c8.gif.png,8
1664_c8.gif.png,8
1665_c4.gif.png,4
1666_c9.gif.png,9
1667_c1.gif.png,1
1668_c9.gif.png,9
1669_c8.gif.png,8
166_c4.gif.png,4
1670_c5.gif.png,5
1671_c7.gif.png,7
1672_c5.gif.png,5
1673_c1.gif.png,1
1674_c1.gif.png,1
1675_c8.gif.png,8
1676_c6.gif.png,6
1677_c5.gif.png,5
1678_c2.gif.png,2
1679_c4.gif.png,4
167_c5.gif.png,5
1680_c4.gif.png,4
1681_c3.gif.png,3
1682_c2.gif.png,2
1683_c3.gif.png,3
1684_c5.gif.png,5
1685_c6.gif.png,6
1686_c8.gif.png,8
1687_c8.gif.png,8
1688_c6.gif.png,6
1689_c2.gif.png,2
168_c1.gif.png,1
1690_c3.gif.png,3
1691_c1.gif.png,1
1692_c0.gif.png,0
1693_c5.gif.png,5
1694_c8.gif.png,8
1695_c9.gif.png,9
1696_c2.gif.png,2
1697_c9.gif.png,9
1698_c6.gif.png,6
1699_c7.gif.png,7
169_c4.gif.png,4
16_c9.gif.png,9
1700_c0.gif.png,0
1701_c4.gif.png,4
1702_c8.gif.png,8
1703_c7.gif.png,7
1704_c1.gif.png,1
1705_c7.gif.png,7
1706_c4.gif.png,4
1707_c1.gif.png,1
1708_c0.gif.png,0
1709_c9.gif.png,9
170_c4.gif.png,4
1710_c7.gif.png,7
1711_c2.gif.png,2
1712_c0.gif.png,0
1713_c0.gif.png,0
1714_c9.gif.png,9
1715_c1.gif.png,1
1716_c7.gif.png,7
1717_c8.gif.png,8
1718_c7.gif.png,7
1719_c8.gif.png,8
171_c7.gif.png,7
1720_c4.gif.png,4
1721_c7.gif.png,7
1722_c2.gif.png,2
1723_c0.gif.png,0
1724_c4.gif.png,4
1725_c6.gif.png,6
1726_c0.gif.png,0
1727_c3.gif.png,3
1728_c1.gif.png,1
1729_c1.gif.png,1
172_c2.gif.png,2
1730_c3.gif.png,3
1731_c3.gif.png,3
1732_c9.gif.png,9
1733_c6.gif.png,6
1734_c7.gif.png,7
1735_c4.gif.png,4
1736_c1.gif.png,1
1737_c5.gif.png,5
1738_c3.gif.png,3
1739_c0.gif.png,0
173_c3.gif.png,3
1740_c8.gif.png,8
1741_c7.gif.png,7
1742_c3.gif.png,3
1743_c9.gif.png,9
1744_c6.gif.png,6
1745_c9.gif.png,9
1746_c3.gif.png,3
1747_c5.gif.png,5
1748_c0.gif.png,0
1749_c2.gif.png,2
174_c2.gif.png,2
1750_c7.gif.png,7
1751_c4.gif.png,4
1752_c5.gif.png,5
1753_c1.gif.png,1
1754_c7.gif.png,7
1755_c5.gif.png,5
1756_c8.gif.png,8
1757_c0.gif.png,0
1758_c8.gif.png,8
1759_c8.gif.png,8
175_c7.gif.png,7
1760_c1.gif.png,1
1761_c5.gif.png,5
1762_c0.gif.png,0
1763_c3.gif.png,3
1764_c0.gif.png,0
1765_c3.gif.png,3
1766_c1.gif.png,1
1767_c4.gif.png,4
1768_c0.gif.png,0
1769_c3.gif.png,3
176_c1.gif.png,1
1770_c7.gif.png,7
1771_c2.gif.png,2
1772_c7.gif.png,7
1773_c1.gif.png,1
1774_c8.gif.png,8
1775_c0.gif.png,0
1776_c7.gif.png,7
1777_c0.gif.png,0
1778_c4.gif.png,4
1779_c3.gif.png,3
177_c8.gif.png,8
1780_c1.gif.png,1
1781_c9.gif.png,9
1782_c8.gif.png,8
1783_c7.gif.png,7
1784_c7.gif.png,7
1785_c1.gif.png,1
1786_c4.gif.png,4
1787_c9.gif.png,9
1788_c9.gif.png,9
1789_c3.gif.png,3
178_c1.gif.png,1
1790_c2.gif.png,2
1791_c1.gif.png,1
1792_c7.gif.png,7
1793_c9.gif.png,9
1794_c0.gif.png,0
1795_c2.gif.png,2
1796_c0.gif.png,0
1797_c3.gif.png,3
1798_c3.gif.png,3
1799_c7.gif.png,7
179_c8.gif.png,8
17_c7.gif.png,7
1800_c6.gif.png,6
1801_c9.gif.png,9
1802_c2.gif.png,2
1803_c3.gif.png,3
1804_c3.gif.png,3
1805_c7.gif.png,7
1806_c7.gif.png,7
1807_c0.gif.png,0
1808_c0.gif.png,0
1809_c7.gif.png,7
180_c1.gif.png,1
1810_c5.gif.png,5
1811_c2.gif.png,2
1812_c9.gif.png,9
1813_c8.gif.png,8
1814_c7.gif.png,7
1815_c4.gif.png,4
1816_c4.gif.png,4
1817_c2.gif.png,2
1818_c6.gif.png,6
1819_c6.gif.png,6
181_c8.gif.png,8
1820_c1.gif.png,1
1821_c9.gif.png,9
1822_c6.gif.png,6
1823_c8.gif.png,8
1824_c2.gif.png,2
1825_c9.gif.png,9
1826_c0.gif.png,0
1827_c8.gif.png,8
1828_c3.gif.png,3
1829_c1.gif.png,1
182_c5.gif.png,5
1830_c1.gif.png,1
1831_c6.gif.png,6
1832_c3.gif.png,3
1833_c5.gif.png,5
1834_c1.gif.png,1
1835_c1.gif.png,1
1836_c1.gif.png,1
1837_c3.gif.png,3
1838_c1.gif.png,1
1839_c2.gif.png,2
183_c0.gif.png,0
1840_c3.gif.png,3
1841_c0.gif.png,0
1842_c2.gif.png,2
1843_c0.gif.png,0
1844_c1.gif.png,1
1845_c3.gif.png,3
1846_c5.gif.png,5
1847_c5.gif.png,5
1848_c7.gif.png,7
1849_c4.gif.png,4
184_c8.gif.png,8
1850_c8.gif.png,8
1851_c9.gif.png,9
1852_c6.gif.png,6
1853_c9.gif.png,9
1854_c6.gif.png,6
1855_c8.gif.png,8
1856_c3.gif.png,3
1857_c6.gif.png,6
1858_c6.gif.png,6
1859_c8.gif.png,8
185_c9.gif.png,9
1860_c5.gif.png,5
1861_c1.gif.png,1
1862_c4.gif.png,4
1863_c2.gif.png,2
1864_c4.gif.png,4
1865_c4.gif.png,4
1866_c5.gif.png,5
1867_c1.gif.png,1
1868_c1.gif.png,1
1869_c9.gif.png,9
186_c2.gif.png,2
1870_c0.gif.png,0
1871_c2.gif.png,2
1872_c4.gif.png,4
1873_c9.gif.png,9
1874_c5.gif.png,5
1875_c7.gif.png,7
1876_c1.gif.png,1
1877_c8.gif.png,8
1878_c8.gif.png,8
1879_c5.gif.png,5
187_c5.gif.png,5
1880_c6.gif.png,6
1881_c9.gif.png,9
1882_c8.gif.png,8
1883_c7.gif.png,7
1884_c1.gif.png,1
1885_c1.gif.png,1
1886_c6.gif.png,6
1887_c7.gif.png,7
1888_c6.gif.png,6
1889_c3.gif.png,3
188_c0.gif.png,0
1890_c2.gif.png,2
1891_c2.gif.png,2
1892_c0.gif.png,0
1893_c8.gif.png,8
1894_c9.gif.png,9
1895_c2.gif.png,2
1896_c5.gif.png,5
1897_c1.gif.png,1
1898_c0.gif.png,0
1899_c8.gif.png,8
189_c1.gif.png,1
18_c3.gif.png,3
1900_c1.gif.png,1
1901_c9.gif.png,9
1902_c5.gif.png,5
1903_c7.gif.png,7
1904_c9.gif.png,9
1905_c6.gif.png,6
1906_c9.gif.png,9
1907_c0.gif.png,0
1908_c6.gif.png,6
1909_c1.gif.png,1
190_c1.gif.png,1
1910_c5.gif.png,5
1911_c5.gif.png,5
1912_c8.gif.png,8
1913_c3.gif.png,3
1914_c8.gif.png,8
1915_c2.gif.png,2
1916_c6.gif.png,6
1917_c5.gif.png,5
1918_c0.gif.png,0
1919_c7.gif.png,7
191_c1.gif.png,1
1920_c4.gif.png,4
1921_c6.gif.png,6
1922_c1.gif.png,1
1923_c3.gif.png,3
1924_c4.gif.png,4
1925_c7.gif.png,7
1926_c3.gif.png,3
1927_c2.gif.png,2
1928_c3.gif.png,3
1929_c4.gif.png,4
192_c0.gif.png,0
1930_c2.gif.png,2
1931_c5.gif.png,5
1932_c2.gif.png,2
1933_c7.gif.png,7
1934_c1.gif.png,1
1935_c7.gif.png,7
1936_c2.gif.png,2
1937_c6.gif.png,6
1938_c4.gif.png,4
1939_c1.gif.png,1
193_c9.gif.png,9
1940_c5.gif.png,5
1941_c7.gif.png,7
1942_c8.gif.png,8
1943_c6.gif.png,6
1944_c0.gif.png,0
1945_c1.gif.png,1
1946_c8.gif.png,8
1947_c2.gif.png,2
1948_c5.gif.png,5
1949_c7.gif.png,7
194_c0.gif.png,0
1950_c7.gif.png,7
1951_c6.gif.png,6
1952_c9.gif.png,9
1953_c3.gif.png,3
1954_c5.gif.png,5
1955_c8.gif.png,8
1956_c4.gif.png,4
1957_c2.gif.png,2
1958_c4.gif.png,4
1959_c0.gif.png,0
195_c3.gif.png,3
1960_c8.gif.png,8
1961_c8.gif.png,8
1962_c3.gif.png,3
1963_c4.gif.png,4
1964_c9.gif.png,9
1965_c2.gif.png,2
1966_c7.gif.png,7
1967_c5.gif.png,5
1968_c8.gif.png,8
1969_c6.gif.png,6
196_c1.gif.png,1
1970_c5.gif.png,5
